case_diary_number,case_recno,case_start,case_closed,case_title,document_date,document_description,document_category,inspection_result_wording,classification,asset_type,asset_identifiers,asset_count,property_designation,address,district,later_approved_in_case,source_case_url
2026-00811,1312113,2026-01-19,2026-02-27,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 44815",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,44815,1,Adlern Mindre 9,Observatoriegatan 2A,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312113?dataSource=Active
2026-00812,1312114,2026-01-19,2026-08-28,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 45456",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,45456,1,Kyrkogården 10,Riddargatan 28,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312114?dataSource=Active
2026-00813,1312115,2026-01-20,2026-08-14,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 2 st, 30872, 43756",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,30872 43756,2,Valkyrian 9,Hälsingegatan 14,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312115?dataSource=Active
2026-00814,1312116,2026-01-20,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 31936",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,31936,1,Lindormen 30,Grevgatan 18,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312116?dataSource=Active
2026-00815,1312117,2026-01-20,2026-09-03,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 36983",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,36983,1,Neptunus 17,Styrmansgatan 37,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312117?dataSource=Active
2026-00818,1312120,2026-01-20,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt,",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,,0,Jasminen 6,Dalagatan 21,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312120?dataSource=Active
2026-00819,1312121,2026-01-20,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt,",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,,0,Hornblåsaren 14,Linnégatan 96,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312121?dataSource=Active
2026-00820,1312122,2026-01-20,2026-03-02,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 42796
",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,42796,1,Odin 23,Idungatan 8,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312122?dataSource=Active
2026-00822,1312124,2026-01-20,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 2 st, 44757, 55533",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,44757 55533,2,Fänriken 6,"Breitenfeldsgatan 2, Wittstocksgatan 9",Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312124?dataSource=Active
2026-00823,1312125,2026-01-20,2026-08-13,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 2 st, 49164, 49165",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,49164 49165,2,Pionen 3,"Frejgatan 101, Karlbergsvägen 38",Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312125?dataSource=Active
2026-00825,1312127,2026-01-19,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 45767",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,45767,1,Kyrkogården 10,Riddargatan 28,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312127?dataSource=Active
2026-00826,1312128,2026-01-19,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 53822",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,53822,1,Gjuteriet 2,Pontonjärgatan 36,Kungsholmen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312128?dataSource=Active
2026-00827,1312129,2026-01-19,2026-08-24,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, 56558, 56559",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,56558 56559,2,Flundran 3,Kommendörsgatan 15,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312129?dataSource=Active
2026-00832,1312134,2026-01-20,2026-08-20,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, L2545580",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2545580,1,Arenan 3,Arenavägen 39,Johanneshov,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312134?dataSource=Active
2026-00848,1312150,2026-01-20,2026-09-01,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2026-01-20,"Intyg återkommande besiktning, ej godkänt, S912410",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,S912410,1,Sadeltaket 1,Bällstavägen 102,Bällsta,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312150?dataSource=Active
2026-00878,1312180,2026-01-21,2026-08-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-21,"Intyg återkommande besiktning, ej godkänt, L7062299",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7062299,1,Asplången 2,Sandfjärdsgatan 12,Årsta,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312180?dataSource=Active
2026-00883,1312185,2026-01-21,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-21,"Intyg återkommande besiktning, ej godkänt, 46146, 38992",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,46146 38992,2,Godsvagnen 8,Virkesvägen 21,Södra Hammarbyhamnen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312185?dataSource=Active
2026-00889,1312191,2026-01-21,2026-02-27,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-21,"Intyg återkommande besiktning, ej godkänt, 43768, 44213",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,43768 44213,2,Kadetten 24,Tomtebogatan 48A,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312191?dataSource=Active
2026-00916,1312218,2026-01-21,2026-08-25,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-21,"Intyg återkommande besiktning, ej godkänt, D1637559",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1637559,1,Filmremsan 9,Stallarholmsvägen 40,Högdalen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312218?dataSource=Active
2025-19628,1310466,2025-12-12,2026-09-01,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-22,"Intyg återkommande besiktning, ej godkänt, D1763178",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1763178,1,Årsta 1:1,Svärdlångsvägen 18,Årsta,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1310466?dataSource=Active
2026-00954,1312256,2026-01-22,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-22,"Intyg återkommande besiktning, ej godkänt, L2779702",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2779702,1,Fatbursviken 2,Fatburs Brunnsgata 16,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312256?dataSource=Active
2026-00965,1312267,2026-01-22,2026-03-12,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-22,"Intyg återkommande besiktning, ej godkänt, 60280",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,60280,1,Singeln 1,Krossgatan 40,Vinsta,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312267?dataSource=Active
2026-00966,1312268,2026-01-22,2026-02-27,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-22,"Intyg återkommande besiktning, ej godkänt, 60271",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,60271,1,Singeln 15,Krossgatan 34,Vinsta,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312268?dataSource=Active
2026-01014,1312316,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L2978694",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2978694,1,Skänninge 5,Tensta Allé 29,Tensta,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312316?dataSource=Active
2026-01015,1312317,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L2577635",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2577635,1,Fatbursbågen 1,Fatburs Brunnsgata 21,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312317?dataSource=Active
2026-01017,1312319,2026-01-23,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 2 st, L7894346, L7894355",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7894346 L7894355,2,Skänninge 1,"Tensta Allé 45, Tensta Allé 51",Tensta,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312319?dataSource=Active
2026-01019,1312321,2026-01-23,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 3 st, L7894293, L7894300, L7894319",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7894293 L7894300 L7894319,3,Skänninge 2,"Tensta Allé 31, Tensta Allé 37, Tensta Allé 43",Tensta,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312321?dataSource=Active
2026-01023,1312325,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L2806324",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2806324,1,Tumstocken 11,Blekingegatan 15F,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312325?dataSource=Active
2026-01040,1312342,2026-01-23,2026-03-19,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 43196",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,43196,1,Kakelugnen 5,Torsgatan 59,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312342?dataSource=Active
2026-01056,1312358,2026-01-23,2026-09-03,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L4055208",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4055208,1,Skrovet 9,Bergsundsgatan 12,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312358?dataSource=Active
2026-01057,1312359,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, S467255",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S467255,1,Björnsätra 3,Kungssätravägen 18,Sätra,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312359?dataSource=Active
2026-01058,1312360,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, S649392",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S649392,1,Strålången 2,Årstavägen 23,Årsta,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312360?dataSource=Active
2026-01059,1312361,2026-01-23,2026-08-25,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3087335",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3087335,1,Fabriken 6,Långholmsgatan 32,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312361?dataSource=Active
2026-01061,1312363,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, S417871",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S417871,1,Fikonträdet 15,Södra Agnegatan 25,Kungsholmen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312363?dataSource=Active
2026-01062,1312364,2026-01-23,2026-08-18,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3729159",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3729159,1,Volontären 2,Tomtebogatan 51,Vasastaden,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312364?dataSource=Active
2026-01063,1312365,2026-01-23,2026-08-25,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3735420",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3735420,1,Järnplåten 29,Oxtorgsgränd 2,Norrmalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312365?dataSource=Active
2026-01064,1312366,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3734217",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3734217,1,Kungsbacken 10,Holländargatan 31,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312366?dataSource=Active
2026-01066,1312368,2026-01-23,2026-05-05,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3681624",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3681624,1,Laxöringen 14,Linnégatan 25,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312368?dataSource=Active
2026-01067,1312369,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3107331",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3107331,1,Lägret 9,Banérgatan 5,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312369?dataSource=Active
2026-01073,1312375,2026-01-23,2026-08-21,Anmaning att låta åtgärda port samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, S1005420",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,POWERED_GATE_OR_DOOR,S1005420,1,Neptunus 31,Grevgatan 34,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312375?dataSource=Active
2026-01075,1312377,2026-01-23,2026-08-25,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3718798",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3718798,1,Primusköket 3,Essinge Brogata 6,Lilla Essingen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312377?dataSource=Active
2026-01077,1312379,2026-01-23,2026-09-01,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L4047619",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4047619,1,Propellern 9,Folkskolegatan 4,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312379?dataSource=Active
2026-01079,1312381,2026-01-23,2026-09-02,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L4055794",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4055794,1,Sågen 6,Hornsgatan 178,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312381?dataSource=Active
2026-01080,1312382,2026-01-23,2026-08-21,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, L3480886",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3480886,1,Tallen 23,Lill-jans Plan 6,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312382?dataSource=Active
2026-01083,1312385,2026-01-23,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, S668713",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S668713,1,Gröna Rutan 3,Vita Liljans Väg 33,Bredäng,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312385?dataSource=Active
2026-01085,1312387,2026-01-23,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 2 st, L3700309, L3700317",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3700309 L3700317,2,Beckasinen 17,"Birger Jarlsgatan 118A, Birger Jarlsgatan 118B",Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312387?dataSource=Active
2026-01086,1312388,2026-01-23,2026-09-03,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 2 st, S307840, S307843",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S307840 S307843,2,"Djursätra 1, Djursätra 2","Kungssätravägen 58, Kungssätravägen 62",Sätra,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312388?dataSource=Active
2026-01089,1312391,2026-01-23,2026-08-28,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 2 st, S251526, S251527",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S251526 S251527,2,Badmintonhallen 1,"Studentbacken 32, Studentbacken 34",Ladugårdsgärdet,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312391?dataSource=Active
2026-01090,1312392,2026-01-23,2026-09-02,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 2 st, S521328, S525331",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S521328 S525331,2,Örnholmen 2,"Fjärdholmsgränd 9A, Fjärdholmsgränd 9B",Vårberg,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312392?dataSource=Active
2026-01092,1312394,2026-01-23,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 2 st, S477685, S477692",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S477685 S477692,2,Björnen Och Loen 1,Jakobsgatan 24,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312394?dataSource=Active
2026-01093,1312395,2026-01-23,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-01-23,"Intyg återkommande besiktning, ej godkänt, 2 st, L3678299, L3678307",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3678299 L3678307,2,Plogen 14,"Gotlandsgatan 73, Södermannagatan 46",Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1312395?dataSource=Active
